Unnamed: 0,year,name,Name (reporting),id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_played,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set,English short name lower case,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,country,latitude,longitude,country_code,Continent
763,1991-2023,Karim Alami,K. Alami,102223,28.8,MAR,185,R,25,1058,180,0.011111111,606.9444444,345,159,0.460869565,6,2,0.333333333,0,0,0,0,0,0,1,0,5,2,0,0.384236453,0.250684182,0.737000547,0.227666486,0.562328139,0.706897829,0.477867682,0.31128274,0.488599003,0.592311857,0.626163109,0.384369287,0.579982517,0.495934959,2,0.5,13,0.384615385,31,0.290322581,54,0.296296296,136,0.360294118,223,0.394618834,315,309,114.4178674,807.3746398,776,758,94.00323625,38.32058047,Morocco,MA,MAR,504,ISO 3166-2:MA,Morocco,31.791702,-7.09262,MA,Africa
764,1991-2023,Karim Maamoun,K. Maamoun,103472,30.2,EGY,,R,284,155,1,0,250,26,10,0.384615385,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.142857143,0.142857143,0.674418605,0.310344828,0.428571429,0.210526316,0.352941176,0.428571429,1.857142857,0.333333333,0.538461538,0.4,0,,0,,1,0,1,0,1,0,1,0,1,1,418.6153846,140.3461538,2,2,48,24,Egypt,EG,EGY,818,ISO 3166-2:EG,Egypt,26.820553,30.802498,EG,Africa
766,1991-2023,Karol Beck,K. Beck,103971,29.8,SVK,180,R,36,932,110,0,772.7272727,181,65,0.359116022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.51042654,0.352606635,0.722748815,0.195028681,0.543462381,0.71922043,0.46352,0.285803006,0.479431563,0.520554493,0.639810427,0.374655647,0.566666667,0.493670886,2,0,14,0.071428571,23,0.130434783,35,0.171428571,84,0.261904762,137,0.299270073,168,168,83.21546961,1154.270718,441,441,104.7202381,39.89342404,Slovakia,SK,SVK,703,ISO 3166-2:SK,Slovakia,48.669026,19.699024,SK,Europe
767,1991-2023,Karol Kucera,K. Kucera,102344,31.5,SVK,188,R,6,2732,240,0.029166667,739.5833333,537,293,0.545623836,13,7,0.538461538,0,0,0,0,0,0,4,1,9,6,0,0.420832608,0.401497997,0.729663822,0.292342578,0.555564449,0.706800499,0.477697064,0.331710368,0.518427673,0.676609105,0.615920571,0.432070121,0.561085973,0.507772021,8,0.5,31,0.483870968,69,0.405797101,126,0.412698413,286,0.465034965,408,0.514705882,484,467,78.66171004,1051.306691,1222,1168,98.89293362,39.54023973,Slovakia,SK,SVK,703,ISO 3166-2:SK,Slovakia,48.669026,19.699024,SK,Europe
769,1991-2023,Kei Nishikori,K. Nishikori,105453,33.5,JPN,178,R,4,6205,221,0.054298643,930.9954751,648,434,0.669753086,26,12,0.461538462,1,0,0,0,4,0,12,6,9,6,0,0.265216265,0.21017871,0.799145299,0.268283245,0.614762263,0.703557966,0.531423144,0.305592019,0.530765408,0.658325809,0.513727014,0.407523511,0.609024452,0.595744681,21,0.095238095,69,0.260869565,119,0.336134454,186,0.419354839,368,0.559782609,538,0.633828996,623,598,59.77675841,2044.689602,1648,1579,112.2023411,42.49335022,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
770,1991-2023,Keith Evans,K. Evans,101584,26.9,USA,188,R,213,166,6,0,458.3333333,8,2,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.747663551,0.682242991,0.794392523,0.150943396,0.559834938,0.737100737,0.478125,0.257575758,0.432835821,0.452830189,0.560747664,0.333333333,0.633333333,0.428571429,0,,0,,2,0,2,0,3,0.333333333,4,0.25,8,8,126.25,834,21,21,116.625,44.42857143,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
771,1991-2023,Kelly Evernden,K. Evernden,100772,31.3,NZL,175,R,97,348,21,0,654.7619048,43,12,0.279069767,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.295321637,0.160818713,0.766081871,0.195906433,0.581056466,0.684952978,0.534782609,0.286259542,0.455710956,0.50877193,0.573099415,0.385057471,0.591836735,0.259259259,2,0,3,0,3,0,4,0,10,0.2,24,0.208333333,29,29,140.4090909,586.3863636,71,71,104.9655172,42.87323944,New Zealand,NZ,NZL,554,ISO 3166-2:NZ,New Zealand,-40.900557,174.885971,NZ,Oceania
772,1991-2023,Kelly Jones,K. Jones,101022,29.3,USA,185,R,122,300,16,0,671.875,25,9,0.36,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.241509434,0.252830189,0.709433962,0.196296296,0.660724234,0.65682968,0.438423645,0.283349562,0.464488636,0.566666667,0.739622642,0.346405229,0.607142857,0,0,,0,,2,0,4,0,12,0.25,17,0.294117647,25,22,162.2,720.04,61,49,78.36363636,35.18367347,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
773,1991-2023,Ken Flach,K. Flach,100926,31.2,USA,185,R,,,5,0,800,6,1,0.166666667,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.588235294,0.305882353,0.764705882,0.139534884,0.570689655,0.728096677,0.449799197,0.272189349,0.473214286,0.453488372,0.552941176,0.307692308,0.574468085,0.5,0,,0,,1,0,2,0,2,0,3,0.333333333,6,6,109.1666667,813.8333333,17,17,110.5,39,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
775,1991-2023,Kenny De Schepper,K. De Schepper,104932,30.3,FRA,203,L,62,737,61,0,680.3278689,88,27,0.306818182,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.658986175,0.343778802,0.811981567,0.103764922,0.668134678,0.715500744,0.485445205,0.236505682,0.432333874,0.359963269,0.556682028,0.288265306,0.662251656,0.408163265,0,,1,0,3,0.333333333,15,0.266666667,32,0.21875,59,0.220338983,87,81,81.44318182,1005,219,202,98.81481481,39.62376238,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
776,1991-2023,Kenny Thorne,K. Thorne,101224,29,USA,188,R,121,344,34,0,602.9411765,46,12,0.260869565,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.361904762,0.295238095,0.737142857,0.193181818,0.62753499,0.690031862,0.461656442,0.287023637,0.470036101,0.53030303,0.63047619,0.364285714,0.583081571,0.423076923,0,,1,0,1,0,4,0.5,11,0.272727273,22,0.272727273,44,44,106.8695652,556.6956522,108,108,91.75,37.37962963,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
777,1991-2023,Kent Kinnear,K. Kinnear,101311,28.1,USA,196,R,187,174,14,0,607.1428571,22,8,0.363636364,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.501992032,0.278884462,0.74501992,0.18875502,0.606217617,0.702754036,0.460526316,0.28440367,0.464661654,0.477911647,0.784860558,0.394957983,0.675126904,0.466666667,0,,0,,1,0,3,0,9,0.444444444,14,0.357142857,21,21,80.22727273,716.4090909,52,52,94.19047619,38.03846154,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
779,1991-2023,Kevin Curren,K. Curren,100529,34.4,USA,185,R,49,,38,0,651.3157895,67,30,0.447761194,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.608272506,0.293187348,0.783454988,0.204353083,0.49795615,0.76119403,0.499629904,0.292498488,0.466052376,0.54050786,0.54136253,0.378076063,0.6,0.375,0,,4,0.25,10,0.4,14,0.428571429,28,0.392857143,45,0.444444444,66,67,85.14705882,698.9117647,173,175,106.3731343,40.72571429,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
780,1991-2023,Kevin Kim,K. Kim,103240,31.4,USA,180,R,63,866,96,0,692.7083333,141,44,0.312056738,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.417385943,0.28729963,0.714549938,0.196160768,0.581547333,0.697735911,0.461414791,0.278701504,0.479567308,0.522495501,0.620221948,0.37543054,0.539761431,0.289473684,0,,7,0,13,0,24,0.083333333,58,0.120689655,92,0.239130435,141,141,115.5957447,947.3829787,352,352,88.56028369,35.47443182,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
781,1991-2023,Kevin King,K. King,110536,28.3,USA,190,L,165,340,6,0,541.6666667,7,1,0.142857143,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.486486486,0.567567568,0.635135135,0.171052632,0.602339181,0.669902913,0.397058824,0.261829653,0.524064171,0.644736842,0.864864865,0.265306122,0.578125,0,0,,0,,0,,1,0,2,0,4,0.25,7,7,108.8571429,898.7142857,16,16,92.42857143,40.4375,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
784,1991-2023,Kim Tiilikainen,K. Tiilikainen,102617,27.9,FIN,180,R,224,164,4,0,875,18,9,0.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.388888889,0.305555556,0.216216216,0.679841897,0.447674419,0.333333333,0.340277778,0.481927711,0.378378378,1.194444444,0.571428571,0.418604651,0.75,0,,0,,0,,0,,4,0.25,5,0.2,4,4,209.3333333,291.8888889,9,9,75.5,33.55555556,Finland,FI,FIN,246,ISO 3166-2:FI,Finland,61.92411,25.748151,FI,Europe
785,1991-2023,Kimmer Coppejans,K. Coppejans,106293,24.9,BEL,180,R,102,514,12,0,833.3333333,19,3,0.157894737,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.292576419,0.165938865,0.689956332,0.144067797,0.668414155,0.637254902,0.476284585,0.264673311,0.452898551,0.444915254,0.68558952,0.323809524,0.547770701,0.25,0,,0,,1,0,3,0,8,0,12,0,18,17,91.84210526,954,47,45,121.3529412,45.84444444,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
787,1991-2023,Kittipong Wachiramanowong,K. Wachiramanowong,105579,26.2,THA,183,R,458,70,3,0,250,33,13,0.393939394,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.403361345,0.134453782,0.722689076,0.25210084,0.610884354,0.659242762,0.538461538,0.292735043,0.510791367,0.56302521,0.56302521,0.447761194,0.507462687,0.166666667,0,,0,,1,0,1,0,3,0,5,0,9,9,449.7352941,235.5294118,27,27,115.2222222,38.40740741,Thailand,TH,THA,764,ISO 3166-2:TH,Thailand,15.870032,100.992541,TH,Asia
788,1991-2023,Konstantin Kravchuk,K. Kravchuk,104505,32.3,RUS,190,R,79,707,25,0,600,38,10,0.263157895,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.62720403,0.244332494,0.76070529,0.149625935,0.619607843,0.721518987,0.473195876,0.24435591,0.441812564,0.421446384,0.614609572,0.355029586,0.610655738,0.466666667,0,,0,,1,0,2,0,10,0.1,23,0.173913043,34,33,176.4210526,703.0263158,84,81,95.78787879,39.02469136,Russia,RU,RUS,643,ISO 3166-2:RU,Russia,61.52401,105.318756,RU,Asia
791,1991-2023,Kotaro Miyachi,K. Miyachi,102336,24.1,JPN,,R,460,61,4,0,312.5,8,4,0.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.194805195,0.363636364,0.636363636,0.243589744,0.594594595,0.62987013,0.485714286,0.304878049,0.536231884,0.769230769,0.779220779,0.316666667,0.533333333,1,0,,0,,0,,0,,1,0,3,0.333333333,8,8,149.25,393.5,18,18,78.125,34.72222222,Japan,JP,JPN,392,ISO 3166-2:JP,Japan,36.204824,138.252924,JP,Asia
792,1991-2023,Kris Goossens,K. Goossens,102339,22.3,BEL,180,R,91,522,28,0,687.5,39,9,0.230769231,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.268585132,0.458033573,0.60911271,0.24047619,0.525026251,0.654666667,0.40899042,0.31792976,0.48117539,0.55,0.829736211,0.437229437,0.528901734,0.333333333,0,,2,0,3,0,5,0,17,0.117647059,31,0.193548387,36,33,68.8,878,92,81,93.09090909,37.92592593,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
793,1991-2023,Kristian Capalik,K. Capalik,103270,22.7,USA,188,R,298,105,5,0,350,8,3,0.375,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.413043478,0.22826087,0.72826087,0.252747253,0.576592083,0.71641791,0.459349593,0.26031746,0.519148936,0.571428571,0.586956522,0.442307692,0.537037037,0,0,,0,,0,,0,,1,0,2,0,8,8,128.125,389.625,20,20,86.75,34.7,United States Of America,US,USA,840,ISO 3166-2:US,United States,37.09024,-95.712891,US,North America
795,1991-2023,Kristof Vliegen,K. Vliegen,104019,28.2,BEL,193,R,30,1008,115,0,730.4347826,211,89,0.421800948,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.478969957,0.186266094,0.7472103,0.20212766,0.612121212,0.692959296,0.501215278,0.28543264,0.479572155,0.508510638,0.580257511,0.39748954,0.564349112,0.554216867,1,0,7,0,21,0.19047619,43,0.23255814,93,0.247311828,163,0.380368098,197,197,76.8490566,999.9575472,498,498,98.74111675,39.06024096,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
796,1991-2023,Krystian Pfeiffer,K. Pfeiffer,103287,22.6,POL,,U,431,55,1,0,250,7,4,0.571428571,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0.307692308,0.615384615,0.166666667,0.679012346,0.618181818,0.423076923,0.333333333,0.416666667,0.333333333,0.692307692,0.5,0.444444444,0.4,0,,0,,0,,0,,0,,1,0,1,1,455.2857143,136.8571429,3,3,84,28,Poland,PL,POL,616,ISO 3166-2:PL,Poland,51.919438,19.145136,PL,Europe
797,1991-2023,Kyle Edmund,K. Edmund,106378,27.6,GBR,188,R,14,2330,124,0.016129032,868.9516129,245,119,0.485714286,3,2,0.666666667,0,0,0,0,0,0,0,0,3,2,0,0.468556533,0.209188661,0.80742913,0.198813056,0.59637995,0.727453524,0.517822921,0.267549444,0.499394917,0.517309594,0.503095471,0.384321224,0.617227979,0.452830189,4,0,17,0.058823529,27,0.074074074,56,0.285714286,114,0.307017544,209,0.464114833,242,238,72.36032389,1568.574899,634,624,109.1722689,41.63942308,United Kingdom,GB,GBR,826,ISO 3166-2:GB,United Kingdom,55.378051,-3.435973,GB,Europe
798,1991-2023,Kyu Tae Im,K. Tae Im,103682,30.4,KOR,185,R,202,325,1,0,250,13,5,0.384615385,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.111111111,0.561643836,0.634146341,0.46875,0.282051282,0.333333333,0.222222222,0.6,0.5,0.333333333,0,0,,0,,0,,0,,0,,1,0,1,1,258.5384615,207.4615385,2,2,89,44.5,"Korea, Republic of (South Korea)",KR,KOR,410,ISO 3166-2:KR,South Korea,35.907757,127.766922,KR,Asia
801,1991-2023,Lars Anders Wahlgren,L. Anders Wahlgren,101284,27.5,SWE,193,R,172,217,21,0,892.8571429,33,12,0.363636364,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.235449735,0.124338624,0.658730159,0.240105541,0.604615385,0.631679389,0.469844358,0.290216678,0.512299465,0.575197889,0.746031746,0.417431193,0.542553191,0.272727273,0,,0,,1,0,6,0.333333333,12,0.25,23,0.347826087,31,28,73.24242424,705.7575758,83,72,97.75,38.01388889,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
803,1991-2023,Lars Jonsson,L. Jonsson,101767,26.7,SWE,188,R,67,,106,0,591.9811321,173,68,0.393063584,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.229115779,0.126038105,0.68295066,0.259508907,0.659560583,0.624560246,0.493290735,0.302594018,0.513421618,0.61868079,0.729848559,0.419455253,0.565595716,0.518518519,2,0,4,0,10,0,20,0.1,58,0.344827586,109,0.357798165,171,160,108.7643678,628.2701149,445,405,96.90625,38.28395062,Sweden,SE,SWE,752,ISO 3166-2:SE,Sweden,60.128161,18.643501,SE,Europe
806,1991-2023,Laslo Djere,L. Djere,111513,28.1,SRB,188,R,27,1342,125,0.016,748,248,122,0.491935484,5,2,0.4,0,0,0,0,0,0,2,1,3,1,0,0.428524804,0.279699739,0.783289817,0.203378817,0.601337526,0.709353473,0.505508262,0.28551668,0.488219034,0.540610786,0.565274151,0.376201923,0.616628176,0.442028986,1,0,10,0.1,20,0.15,38,0.157894737,96,0.34375,177,0.451977401,245,241,84.51405622,1312.859438,630,618,117.6141079,45.86569579,Serbia,RS,SRB,688,ISO 3166-2:RS,Serbia,44.016521,21.005859,RS,Europe
807,1991-2023,Laszlo Markovits,L. Markovits,101728,21,HUN,180,R,834,4,1,0,1500,5,1,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.6,0,,0,,0,,0,,2,0,2,0,0,0,227.6,438.2,0,0,,,Hungary,HU,HUN,348,ISO 3166-2:HU,Hungary,47.162494,19.503304,HU,Europe
808,1991-2023,Laurence Tieleman,L. Tieleman,102133,27.9,ITA,180,R,79,625,62,0,600.8064516,102,41,0.401960784,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.624678663,0.449014567,0.777206512,0.158798283,0.52600104,0.751359367,0.484640702,0.251862197,0.452208306,0.45751073,0.569837189,0.347091932,0.609022556,0.5,0,,1,1,4,0.5,10,0.3,31,0.290322581,62,0.387096774,98,96,126.3592233,699.1262136,243,237,84.4375,34.20253165,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
809,1991-2023,Andreas Haider Maurer,A. Haider Maurer,104890,36.6,AUT,190,R,173,339,8,0,1343.75,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.551020408,0.319727891,0.741496599,0.183673469,0.591341077,0.696428571,0.470284238,0.271317829,0.446043165,0.469387755,0.585034014,0.391304348,0.558139535,0.166666667,0,,1,0,1,0,1,0,4,0,7,0,8,8,59.375,1291,30,30,173.25,46.2,Austria,AT,AUT,40,ISO 3166-2:AT,Austria,47.516231,14.550072,AT,Europe
810,1991-2023,Laurent Prades,L. Prades,101504,24.5,FRA,183,L,204,150,6,0,583.3333333,9,3,0.333333333,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.336206897,0.206896552,0.74137931,0.182608696,0.646191646,0.653992395,0.5,0.270707071,0.508305648,0.513043478,0.767241379,0.355932203,0.662921348,0.333333333,0,,1,0,1,0,1,0,2,0,7,0.142857143,9,9,104.2222222,704.1111111,23,23,114.7777778,44.91304348,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
811,1991-2023,Laurent Recouderc,L. Recouderc,104397,25.5,FRA,178,R,138,551,12,0,895.8333333,15,3,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.266009852,0.162561576,0.709359606,0.146341463,0.531914894,0.678571429,0.49512987,0.216763006,0.453068592,0.43902439,0.694581281,0.333333333,0.581560284,0.2,0,,0,,2,0,2,0,5,0,11,0.181818182,15,15,70.2,1236.2,43,43,107.9333333,37.65116279,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
812,1991-2023,Laurynas Grigelis,L. Grigelis,105827,30,LTU,183,R,234,216,1,0,250,32,13,0.40625,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.556910569,0.239837398,0.81300813,0.214574899,0.625918504,0.734258271,0.523214286,0.287158746,0.500807754,0.587044534,0.508130081,0.365517241,0.632,0.318181818,0,,0,,0,,0,,0,,3,0,17,16,274.875,240.125,54,50,115.375,36.92,Lithuania,LT,LTU,440,ISO 3166-2:LT,Lithuania,55.169438,23.881275,LT,Europe
813,1991-2023,Leander Paes,L. Paes,102233,33.7,IND,178,R,76,611,78,0.012820513,746.7948718,197,101,0.512690355,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.314670446,0.328136074,0.756201276,0.190375088,0.601854847,0.698978678,0.479685807,0.266124561,0.490710383,0.52158528,0.579730687,0.364993216,0.579462103,0.447058824,0,,4,0.25,12,0.25,24,0.25,50,0.28,99,0.323232323,121,119,182.8121827,644.715736,297,293,90.79831933,36.87713311,India,IN,IND,356,ISO 3166-2:IN,India,20.593684,78.96288,IN,Asia
815,1991-2023,Lee Childs,L. Childs,104014,21,GBR,,R,251,138,8,0,1125,11,3,0.272727273,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.432835821,0.291044776,0.694029851,0.102941176,0.559693319,0.675146771,0.480099502,0.222222222,0.496688742,0.316176471,0.813432836,0.325581395,0.623853211,0.6,0,,0,,0,,0,,3,0.333333333,8,0.25,10,10,171.0909091,557.3636364,29,29,107.5,37.06896552,United Kingdom,GB,GBR,826,ISO 3166-2:GB,United Kingdom,55.378051,-3.435973,GB,Europe
816,1991-2023,Leonardo Lavalle,L. Lavalle,101374,31.2,MEX,188,L,84,483,36,0.027777778,736.1111111,75,31,0.413333333,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0.3504,0.2944,0.7168,0.212698413,0.63111546,0.678682171,0.475464191,0.295763389,0.48900463,0.592063492,0.6336,0.35924933,0.553030303,0.470588235,0,,5,0,8,0.125,13,0.230769231,33,0.272727273,53,0.264150943,52,49,89.58666667,785.2,129,121,104.7346939,42.41322314,Mexico,MX,MEX,484,ISO 3166-2:MX,Mexico,23.634501,-102.552784,MX,North America
817,1991-2023,Leonardo Mayer,L. Mayer,104919,32.1,ARG,188,R,21,1605,197,0.010152284,756.3451777,377,179,0.474801061,5,2,0.4,0,0,0,0,0,0,3,2,2,0,0,0.498715203,0.27751606,0.817987152,0.173502255,0.609730391,0.734693878,0.525307082,0.26976093,0.477412457,0.47262186,0.476659529,0.367105861,0.618149146,0.537735849,4,0,19,0,36,0.055555556,72,0.125,167,0.347305389,305,0.42295082,365,346,71.35449735,1434.492063,959,910,115.0924855,43.76043956,Argentina,AR,ARG,32,ISO 3166-2:AR,Argentina,-38.416097,-63.616672,AR,South America
819,1991-2023,Leos Friedl,L. Friedl,102904,29,CZE,183,R,408,58,5,0,350,8,3,0.375,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.259259259,0.268518519,0.694444444,0.257142857,0.63338301,0.654117647,0.479674797,0.305617978,0.551155116,0.752380952,0.546296296,0.341772152,0.440677966,0.75,0,,0,,0,,0,,2,0,5,0.4,8,8,115.375,529.375,22,22,116.875,42.5,Czech Republic,CZ,CZE,203,ISO 3166-2:CZ,Czech Republic,49.817492,15.472962,CZ,Europe
820,1991-2023,Li Tu,L. Tu,111454,27.1,AUS,180,R,252,231,4,0,687.5,5,1,0.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.692307692,0.184615385,0.815384615,0.123076923,0.589005236,0.751111111,0.585987261,0.230452675,0.447916667,0.323076923,0.261538462,0.380952381,0.294117647,0.333333333,0,,0,,0,,0,,0,,3,0.333333333,5,5,86.2,759.4,12,12,107.6,44.83333333,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
821,1991-2023,Liam Broady,L. Broady,106281,29.5,GBR,183,L,116,611,30,0,875,50,20,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.299342105,0.202302632,0.715460526,0.215231788,0.608345902,0.662809917,0.489088575,0.291351805,0.485262401,0.559602649,0.651315789,0.384615385,0.563131313,0.5,0,,2,0.5,3,0.333333333,9,0.333333333,21,0.238095238,38,0.263157895,47,46,74.49019608,1379.078431,131,124,112.3043478,41.66129032,United Kingdom,GB,GBR,826,ISO 3166-2:GB,United Kingdom,55.378051,-3.435973,GB,Europe
822,1991-2023,Libor Nemecek,L. Nemecek,101534,26.4,CZE,168,R,181,189,15,0,300,22,7,0.318181818,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0.136363636,0.626262626,0.285714286,0.832955404,0.573502722,0.475113122,0.326174497,0.504166667,0.62755102,0.818181818,0.455284553,0.543209877,0.666666667,0,,1,0,2,0,2,0,9,0,15,0.2,21,21,88.18181818,671.8181818,44,44,76.71428571,36.61363636,Czech Republic,CZ,CZE,203,ISO 3166-2:CZ,Czech Republic,49.817492,15.472962,CZ,Europe
823,1991-2023,Libor Pimek,L. Pimek,100950,28,BEL,196,R,357,54,5,0,400,6,1,0.166666667,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.145454545,0.690909091,0.527272727,0.267857143,0.537190083,0.630769231,0.410714286,0.344186047,0.485915493,0.571428571,0.836363636,0.46875,0.434782609,0,0,,0,,1,0,1,0,2,0,2,0,6,6,133.8333333,505.6666667,13,13,78.66666667,36.30769231,Belgium,BE,BEL,56,ISO 3166-2:BE,Belgium,50.503887,4.469936,BE,Europe
824,1991-2023,Lionel Barthez,L. Barthez,101353,31.3,FRA,180,R,,,10,0,800,14,4,0.285714286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.329192547,0.621118012,0.689440994,0.240740741,0.530109489,0.685025818,0.434951456,0.310185185,0.52886836,0.672839506,0.670807453,0.357798165,0.537037037,0.6,0,,0,,0,,0,,3,0,10,0.1,13,12,84.71428571,600,34,29,94.66666667,39.17241379,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
825,1991-2023,Lionel Roux,L. Roux,102201,29.3,FRA,185,R,48,808,116,0,640.0862069,193,76,0.393782383,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.320291174,0.252502275,0.739308462,0.207667732,0.565632294,0.688918558,0.494705232,0.277513711,0.479127298,0.493382017,0.624658781,0.420906568,0.582665696,0.450704225,2,0,12,0.166666667,19,0.105263158,40,0.175,77,0.194805195,136,0.308823529,186,181,103.5336788,941.7098446,469,452,98.91712707,39.61061947,France,FR,FRA,250,ISO 3166-2:FR,France,46.227638,2.213749,FR,Europe
826,1991-2023,Lleyton Hewitt,L. Hewitt,103720,34.8,AUS,180,R,1,5205,276,0.112318841,928.442029,878,616,0.701594533,48,31,0.645833333,4,2,3,2,7,2,2,2,32,23,0,0.488739818,0.282989938,0.802491615,0.299590515,0.538872377,0.736987989,0.526763513,0.320671004,0.537172593,0.694124369,0.517776713,0.431609274,0.618545253,0.522796353,18,0,87,0.402298851,138,0.471014493,229,0.515283843,467,0.597430407,713,0.659186536,817,809,70.3216308,1335.599094,2219,2194,113.6378245,41.90200547,Australia,AU,AUS,36,ISO 3166-2:AU,Australia,-25.274398,133.775136,AU,Oceania
828,1991-2023,Lorenzo Giustino,L. Giustino,105841,29,ITA,183,R,150,443,7,0,821.4285714,8,1,0.125,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.285714286,0.552380952,0.125,0.588839941,0.596009975,0.435714286,0.255936675,0.373786408,0.278846154,0.79047619,0.448275862,0.43373494,0.666666667,0,,0,,0,,1,0,3,0,8,0.125,8,8,59.5,1081.125,21,21,121,46.0952381,Italy,IT,ITA,380,ISO 3166-2:IT,Italy,41.87194,12.56738,IT,Europe
